Domain ID (level 1),Domain Title (level 1),Category ID (level 2),Category Title (level 2),Sub Category ID (level 3),Sub Category Title (level 3),,,,,,
268,Clothes and Shoes,1900,Socks,1902,Non-Slip Bed Socks,,,,,,
268,Clothes and Shoes,1900,Socks,2355,electric socks,,,,,,
268,Clothes and Shoes,1940,Warmers,2116, Knee Warmer,,,,,,
268,Clothes and Shoes,1940,Warmers,2113, Leg Warmers,,,,,,
268,Clothes and Shoes,1940,Warmers,2114, Low Back Warmers,,,,,,
268,Clothes and Shoes,1940,Warmers,2115, foot warmer,,,,,,
268,Clothes and Shoes,1940,Warmers,2112,Arm and elbow warmers,,,,,,
268,Clothes and Shoes,1940,Warmers,1892,Knee Warmer,,,,,,
410,Hair Care Aids,1835,Nose Trimmer,1836,Nose Trimmer,,,,,,
410,Hair Care Aids,1393,Combs and Hairbrushes,2276, afro comb with built up handle,,,,,,
410,Hair Care Aids,1393,Combs and Hairbrushes,2277, afro comb with extended handle,,,,,,
410,Hair Care Aids,1393,Combs and Hairbrushes,2275, comb with extended handle,,,,,,
410,Hair Care Aids,1393,Combs and Hairbrushes,2278, finger ring hair brush,,,,,,
410,Hair Care Aids,1393,Combs and Hairbrushes,2279, hair brush with built up handle,,,,,,
410,Hair Care Aids,1393,Combs and Hairbrushes,2280, hair brush with extended handle,,,,,,
410,Hair Care Aids,1393,Combs and Hairbrushes,2281, hair brush with loop handle,,,,,,
410,Hair Care Aids,1393,Combs and Hairbrushes,1418,Long handled hair brushes,,,,,,
410,Hair Care Aids,1393,Combs and Hairbrushes,2274,comb with built up handle,,,,,,
410,Hair Care Aids,1833,Facial Hair Remover,1834,Facial Hair Remover,,,,,,
410,Hair Care Aids,1565,Razors,2059, razor holder,,,,,,
410,Hair Care Aids,1565,Razors,2060, razor with built up handle,,,,,,
410,Hair Care Aids,1565,Razors,1923,Callus Shaver,,,,,,
410,Hair Care Aids,1565,Razors,1675,Electric shaver,,,,,,
410,Hair Care Aids,1565,Razors,1566,Extension razor holder,,,,,,
410,Hair Care Aids,1565,Razors,2058,adapted razor,,,,,,
410,Hair Care Aids,1829,Tweezers,1830,Tweezers,,,,,,
410,Hair Care Aids,1829,Tweezers,2466,long tweezers,,,,,,
399,"Sponges, Brushes and Washcloths",1392,Bathing Sponges,1417,Long handle bathing sponges,,,,,,
399,"Sponges, Brushes and Washcloths",1816,Hair Brushes,1817,Hair Brushes,,,,,,
399,"Sponges, Brushes and Washcloths",1816,Hair Brushes,2454,Long handled hair brushes,,,,,,
399,"Sponges, Brushes and Washcloths",1387,Cleaning Brushes,1413,Multi-purpose cleaning brush,,,,,,
399,"Sponges, Brushes and Washcloths",1814,Foot Brushes,1815,Foot Brushes,,,,,,
399,"Sponges, Brushes and Washcloths",1964,Washcloths,2310, washcloth with extended handle,,,,,,
399,"Sponges, Brushes and Washcloths",1964,Washcloths,2311, washcloth wringer,,,,,,
399,"Sponges, Brushes and Washcloths",1964,Washcloths,2309,disposable washcloth,,,,,,
399,"Sponges, Brushes and Washcloths",1438,Body Brushes,1439,Body Brush,,,,,,
399,"Sponges, Brushes and Washcloths",1438,Body Brushes,1600,Pressure brush,,,,,,
860,Rulers,1307,Rulers,1308,Reading ruler,,,,,,
860,Rulers,1307,Rulers,1601,Tactile Rulers,,,,,,
571,Plates and Bowls,1993,Plates,2403, inner lip plate,,,,,,
571,Plates and Bowls,1993,Plates,2404, non skid plate,,,,,,
571,Plates and Bowls,1993,Plates,2405, partitioned plate,,,,,,
571,Plates and Bowls,1993,Plates,2406, plate handle,,,,,,
571,Plates and Bowls,1993,Plates,2407, plate holder for wheelchair,,,,,,
571,Plates and Bowls,1993,Plates,2408, plate with suction base,,,,,,
571,Plates and Bowls,1993,Plates,2409, rotating plate,,,,,,
571,Plates and Bowls,1993,Plates,2402,high side plate,,,,,,
571,Plates and Bowls,1293,Bowls,1294,Plates and bowls,,,,,,
540,Assistive Products for Orientation,1973,Locators,2469, blinking locator,,,,,,
540,Assistive Products for Orientation,1973,Locators,2468, personal location finder,,,,,,
540,Assistive Products for Orientation,1973,Locators,2467,lost item location system,,,,,,
540,Assistive Products for Orientation,2046,Finders,2470,Lost items finder,,,,,,
540,Assistive Products for Orientation,1975,Orientation Markings,2556,Orientation Markings,,,,,,
540,Assistive Products for Orientation,1974,Navigators,2138, voice output indoor navigation and orientation,,,,,,
540,Assistive Products for Orientation,1974,Navigators,2137,audible indoor navigation and orientation aid,,,,,,
629,"Leg Orthoses, Supports and Stabilisers",2034,Pads,2389,garden knee pad,,,,,,
629,"Leg Orthoses, Supports and Stabilisers",1559,Leg lifters,1560,Leg lifter,,,,,,
629,"Leg Orthoses, Supports and Stabilisers",2035,Cast Supports,2608, Foot protector for cast,,,,,,
629,"Leg Orthoses, Supports and Stabilisers",2035,Cast Supports,2609, cast boot,,,,,,
629,"Leg Orthoses, Supports and Stabilisers",2035,Cast Supports,2607,toe cast sock,,,,,,
62,Heat Treatment,1670,Neck Heating Devices,1672,Bean bag,,,,,,
62,Heat Treatment,1670,Neck Heating Devices,1671,Neck collar,,,,,,
62,Heat Treatment,1226,Hot Bottles,1227,Hot bottle,,,,,,
664,Doors,2022,Door Accessories,2057, doorstop and holder,,,,,,
664,Doors,2022,Door Accessories,2056,accessible doorbell,,,,,,
664,Doors,2023,Door Handles,2313, door knob,,,,,,
664,Doors,2023,Door Handles,2314, panic bar,,,,,,
664,Doors,2023,Door Handles,2312,door handle lever,,,,,,
664,Doors,2025,Door Operators,2411, powered door operator,,,,,,
664,Doors,2025,Door Operators,2410,holder for powered door operator,,,,,,
664,Doors,2024,Door Locks,2316, keyless door lock,,,,,,
664,Doors,2024,Door Locks,2317, remote control door lock,,,,,,
664,Doors,2024,Door Locks,2315,door lock light,,,,,,
724,Calculation Aids,1680,Calculators,2182, calculator screen magnifier,,,,,,
724,Calculation Aids,1680,Calculators,2183, voice output calculator,,,,,,
724,Calculation Aids,1680,Calculators,1729,Digital Calculators,,,,,,
724,Calculation Aids,1680,Calculators,1681,Calculators,,,,,,
724,Calculation Aids,1680,Calculators,2181,braille calculator,,,,,,
724,Calculation Aids,1727,Manual Aids for Calculating,1728,Manual Aids for Calculating,,,,,,
578,Home Cleaning Equipment,1389,Soap dispensers and holders,1506,Automatic touchless soap dispenser,,,,,,
578,Home Cleaning Equipment,1389,Soap dispensers and holders,1415,Easy to press soap dispenser,,,,,,
578,Home Cleaning Equipment,1389,Soap dispensers and holders,1885,Soap Holders,,,,,,
578,Home Cleaning Equipment,1389,Soap dispensers and holders,1507,Soap dispenser,,,,,,
578,Home Cleaning Equipment,1192,Floor Mopping Equipment,2201, programmable floor washer,,,,,,
578,Home Cleaning Equipment,1192,Floor Mopping Equipment,1193,Floor mopping equipment,,,,,,
578,Home Cleaning Equipment,1192,Floor Mopping Equipment,1481,Wringers,,,,,,
578,Home Cleaning Equipment,1192,Floor Mopping Equipment,2200,bucket,,,,,,
578,Home Cleaning Equipment,1192,Floor Mopping Equipment,1479,irobot,,,,,,
578,Home Cleaning Equipment,1388,Snow Cleaning Assistive Products,1414,Snow brush,,,,,,
578,Home Cleaning Equipment,1181,"Dustpans, Dust Brushes and Dust Brooms",2157, broom with angled handle,,,,,,
578,Home Cleaning Equipment,1181,"Dustpans, Dust Brushes and Dust Brooms",2154, broom,,,,,,
578,Home Cleaning Equipment,1181,"Dustpans, Dust Brushes and Dust Brooms",2155, carpet sweeper,,,,,,
578,Home Cleaning Equipment,1181,"Dustpans, Dust Brushes and Dust Brooms",2156, vacuum cleaner,,,,,,
578,Home Cleaning Equipment,1181,"Dustpans, Dust Brushes and Dust Brooms",1473,Dusters,,,,,,
578,Home Cleaning Equipment,1181,"Dustpans, Dust Brushes and Dust Brooms",1182,"Dustpans, dust brushes and dust brooms",,,,,,
578,Home Cleaning Equipment,1181,"Dustpans, Dust Brushes and Dust Brooms",1472,Long handled Dust pans,,,,,,
578,Home Cleaning Equipment,1181,"Dustpans, Dust Brushes and Dust Brooms",1539,Long handled dust brush,,,,,,
578,Home Cleaning Equipment,1181,"Dustpans, Dust Brushes and Dust Brooms",1474,Thick handled dust brush,,,,,,
578,Home Cleaning Equipment,1181,"Dustpans, Dust Brushes and Dust Brooms",2153,automatic floor duster,,,,,,
867,Color Identifiers,1154,Color Identifiers,1155,Color identifier,,,,,,
297,Dressing Aids,1944,Trouser Aids,2624,Trouser Aids,,,,,,
297,Dressing Aids,1942,Button Aids,2544, fastners blocks,,,,,,
297,Dressing Aids,1942,Button Aids,2543, velcro,,,,,,
297,Dressing Aids,1942,Button Aids,1424,Button Hooks,,,,,,
297,Dressing Aids,1942,Button Aids,2542,modifies buttons,,,,,,
297,Dressing Aids,1399,Zipper Pullers,2571, zipper shoe fastener,,,,,,
297,Dressing Aids,1399,Zipper Pullers,2570,Pull loops,,,,,,
297,Dressing Aids,1399,Zipper Pullers,1423,Zipper puller,,,,,,
297,Dressing Aids,1400,General Dressing aids,2086, dressing stick,,,,,,
297,Dressing Aids,1400,General Dressing aids,2087, jewelry clasp aid,,,,,,
297,Dressing Aids,1400,General Dressing aids,2088, motorized clothing rack,,,,,,
297,Dressing Aids,1400,General Dressing aids,2089, motorized shoe organizer,,,,,,
297,Dressing Aids,1400,General Dressing aids,1899,Clip on Ties,,,,,,
297,Dressing Aids,1400,General Dressing aids,1611,Clothing Clips,,,,,,
297,Dressing Aids,1400,General Dressing aids,1882,Dressing Aid Kit,,,,,,
297,Dressing Aids,1400,General Dressing aids,1541,Dressing stick,,,,,,
297,Dressing Aids,1400,General Dressing aids,2085,amputee dressing aid,,,,,,
297,Dressing Aids,1943,Stocking Aids,2559,pantyhose aid,,,,,,
830,Reachers and Grabbers,1303,Reachers,2460,  hanger with extended hook,,,,,,
830,Reachers and Grabbers,1303,Reachers,2456, reacher holder,,,,,,
830,Reachers and Grabbers,1303,Reachers,2457, reacher with light,,,,,,
830,Reachers and Grabbers,1303,Reachers,2458, telescoping magnet,,,,,,
830,Reachers and Grabbers,1303,Reachers,2459, utility stick,,,,,,
830,Reachers and Grabbers,1303,Reachers,1304,Reacher,,,,,,
830,Reachers and Grabbers,1303,Reachers,2455,long handled hook,,,,,,
583,Waste Disposal Products,1386,Waste Bins,2319, leaf bag and frame,,,,,,
583,Waste Disposal Products,1386,Waste Bins,1412,Sensor waste bin,,,,,,
583,Waste Disposal Products,1386,Waste Bins,2318,door mounted trash can,,,,,,
616,Seats,1744,Recliners,2368, recliner stabilizer,,,,,,
616,Seats,1744,Recliners,1745,Recliners,,,,,,
616,Seats,1744,Recliners,2367,extension handle for recliner,,,,,,
616,Seats,2040,Feeder Seats,2371,feeder seat cushion,,,,,,
616,Seats,2039,Floor Seats,2289, floor sitter,,,,,,
616,Seats,2039,Floor Seats,2288,corner seat,,,,,,
616,Seats,2041,Benches,2065, back insert,,,,,,
616,Seats,2041,Benches,2064,adjustable bench,,,,,,
616,Seats,1742,Office Chairs,1693,Office Chairs,,,,,,
616,Seats,1569,Bath Seats,2231, corner shower seat,,,,,,
616,Seats,1569,Bath Seats,2232, folding shower seat,,,,,,
616,Seats,1569,Bath Seats,2230, reclining bath seat,,,,,,
616,Seats,1569,Bath Seats,1570,Bath seat,8674,,,,,
616,Seats,1569,Bath Seats,2229,caster shower chair,,,,,,
616,Seats,1410,Sitting Aids,1436,Chair raiser,,,,,,
616,Seats,1317,Seat Covers,1318,Seat cover,,,,,,
616,Seats,1408,Stools,1512,Perching stool with arms,,,,,,
616,Seats,1408,Stools,1434,Perching stools,,,,,,
616,Seats,1578,Chairs,2125, Chair raiser,,,,,,
616,Seats,1578,Chairs,2118, caddy for armchair,,,,,,
616,Seats,1578,Chairs,2119, dining chair,,,,,,
616,Seats,1578,Chairs,2120, folding chair with high seat,,,,,,
616,Seats,1578,Chairs,2121, high back chair,,,,,,
616,Seats,1578,Chairs,2122, posture chair,,,,,,
616,Seats,1578,Chairs,2123, seat lift chair,,,,,,
616,Seats,1578,Chairs,2124, soft chair,,,,,,
616,Seats,1578,Chairs,1579,Squashy chair,,,,,,
616,Seats,1578,Chairs,1580,Support Chair,,,,,,
616,Seats,1578,Chairs,2117,arm chair with high seat,,,,,,
616,Seats,1804,Commode Chairs,2242, disposable bag for commode,,,,,,
616,Seats,1804,Commode Chairs,2241, folding height adjustable commodeת commode seat cushion,,,,,,
616,Seats,1804,Commode Chairs,1805,Commode Chairs,8698,8699,,,,
304,"Toilet Seats, Raisers and Supports",1812,Toilet Support Frame with Seat,1813,Toilet Support Frame with Seat,,,,,,
304,"Toilet Seats, Raisers and Supports",1404,Toilet Seats,1516,Raised toilet seat,,,,,,
304,"Toilet Seats, Raisers and Supports",1404,Toilet Seats,1430,Toilet seat fixations,,,,,,
304,"Toilet Seats, Raisers and Supports",1794,Toilet Arm Supports,1795,Toilet Arm Supports and Toilet Back Supports Mounted on Toilet,,,,,,
304,"Toilet Seats, Raisers and Supports",1810,Toilet Seats with Handles,1811,Toilet Seats with Handles,,,,,,
304,"Toilet Seats, Raisers and Supports",1614,Toilet Support Frames,1615,Toilet frames,,,,,,
304,"Toilet Seats, Raisers and Supports",1775,Toilet Raisers,1809,Toilet Raiser,,,,,,
304,"Toilet Seats, Raisers and Supports",1775,Toilet Raisers,2228,carrying case for elevated toilet seat,,,,,,
304,"Toilet Seats, Raisers and Supports",1783,Toilet seats with Raising Mechanism,1784,Toilet seats with Raising Mechanism,,,,,,
304,"Toilet Seats, Raisers and Supports",1945,Toilet Footrest,2610,Toilet Footrest,,,,,,
680,Home Safety Equipment,2020,Signaling Systems,2321, fire safety system,,,,,,
680,Home Safety Equipment,2020,Signaling Systems,2322, flashing light signal,,,,,,
680,Home Safety Equipment,2020,Signaling Systems,2323, mailbox signal,,,,,,
680,Home Safety Equipment,2020,Signaling Systems,2324, natural gas detector,,,,,,
680,Home Safety Equipment,2020,Signaling Systems,2325, pillow vibrator,,,,,,
680,Home Safety Equipment,2020,Signaling Systems,2326, smoke alarm,,,,,,
680,Home Safety Equipment,2020,Signaling Systems,2327, sound monitor,,,,,,
680,Home Safety Equipment,2020,Signaling Systems,2328, tactile paging system,,,,,,
680,Home Safety Equipment,2020,Signaling Systems,2330, telephone signal,,,,,,
680,Home Safety Equipment,2020,Signaling Systems,2329, turn signal alert device,,,,,,
680,Home Safety Equipment,2020,Signaling Systems,2320,doorbell signal,,,,,,
680,Home Safety Equipment,1334,Socket Covers,1335,Socket cover,,,,,,
765,Personal Safety Products,1633,Personal Safety Products,1634,Personal alarm,,,,,,
765,Personal Safety Products,1633,Personal Safety Products,2565,Personal alarm,,,,,,
816,Remote Controls,1402,Remote controls,1427,Big button remote control,,,,,,
816,Remote Controls,1402,Remote controls,1428,Easy remote control,,,,,,
729,Music Players and Recorders,1403,Music Players,1429,Easy to use music player,,,,,,
768,Signs and Labels,2014,Labelers,2189, braille labeling sheets,,,,,,
768,Signs and Labels,2014,Labelers,2190, large print labeler,,,,,,
768,Signs and Labels,2014,Labelers,2188,braille labeler,,,,,,
768,Signs and Labels,2010,Tapes,2192, glow tape,,,,,,
768,Signs and Labels,2010,Tapes,2193, large print labeling tape,,,,,,
768,Signs and Labels,2010,Tapes,2196, luminous tape for walking,,,,,,
768,Signs and Labels,2010,Tapes,2194, magnetic labeling tape,,,,,,
768,Signs and Labels,2010,Tapes,2195, tactile labeling tape,,,,,,
768,Signs and Labels,2010,Tapes,1879,Luminous Tape,,,,,,
768,Signs and Labels,2010,Tapes,2191,braille labeling tape,,,,,,
768,Signs and Labels,2011,Tags,2084, Key tags,,,,,,
768,Signs and Labels,2011,Tags,2083,aluminum clothing tags,,,,,,
768,Signs and Labels,1321,Signs and Labels,2604, Door sign,,,,,,
768,Signs and Labels,1321,Signs and Labels,2599, Medication lables,,,,,,
768,Signs and Labels,1321,Signs and Labels,2600, braille labeling system for medication,,,,,,
768,Signs and Labels,1321,Signs and Labels,2603, medication identification straps,,,,,,
768,Signs and Labels,1321,Signs and Labels,2597, tactile label,,,,,,
768,Signs and Labels,1321,Signs and Labels,2601, tactile labeling system for medication,,,,,,
768,Signs and Labels,1321,Signs and Labels,2602, voice output medication label reader,,,,,,
768,Signs and Labels,1321,Signs and Labels,2598, voice output sign,,,,,,
768,Signs and Labels,1321,Signs and Labels,1599,Activity picture board,,,,,,
768,Signs and Labels,1321,Signs and Labels,1322,Door sign,8352,8353,8354,8355,8357,8358
768,Signs and Labels,1321,Signs and Labels,1323,Key tags,,,,,,
768,Signs and Labels,1321,Signs and Labels,1324,Labels,,,,,,
768,Signs and Labels,1321,Signs and Labels,1915,Tactile warning labels,,,,,,
768,Signs and Labels,1321,Signs and Labels,1914,Warning  Sign,,,,,,
768,Signs and Labels,1321,Signs and Labels,2596,tactile food labels,,,,,,
768,Signs and Labels,2012,Overlays,2438, braille dial,,,,,,
768,Signs and Labels,2012,Overlays,2437,keytop overlay,,,,,,
768,Signs and Labels,2013,Markers,2254, low vision pen,,,,,,
768,Signs and Labels,2013,Markers,2255, raised dot maker,,,,,,
768,Signs and Labels,2013,Markers,2256, raised line marker,,,,,,
768,Signs and Labels,2013,Markers,2257, tactile marker,,,,,,
768,Signs and Labels,2013,Markers,2253,clothing marker,,,,,,
569,Cutlery,1370,Utensils,1371,Utensils,,,,,,
569,Cutlery,1161,Cutlery,2091, Cutlery holder,,,,,,
569,Cutlery,1161,Cutlery,2092, Heavy cutlery,,,,,,
569,Cutlery,1161,Cutlery,2093, Plastic spoons,,,,,,
569,Cutlery,1161,Cutlery,2094, Shaky hand spoon,,,,,,
569,Cutlery,1161,Cutlery,2095, Soft edge cutlery,,,,,,
569,Cutlery,1161,Cutlery,2096, Thick handeled/ ergonomic cutlery,,,,,,
569,Cutlery,1161,Cutlery,2097, Ultra light cutlery,,,,,,
569,Cutlery,1161,Cutlery,1461,Angled / Bendable cutlery,,,,,,
569,Cutlery,1161,Cutlery,2090,Angled / Bendable cutlery,,,,,,
569,Cutlery,1161,Cutlery,1163,Cutlery and utensils,,,,,,
569,Cutlery,1161,Cutlery,1465,Cutlery holder,,,,,,
569,Cutlery,1161,Cutlery,1162,Cutlery,,,,,,
569,Cutlery,1161,Cutlery,1467,Flexible long cutlery,,,,,,
569,Cutlery,1161,Cutlery,1529,Heavy cutlery,,,,,,
569,Cutlery,1161,Cutlery,1464,Rubber spoons,,,,,,
569,Cutlery,1161,Cutlery,1466,Slim handled cutlery,,,,,,
569,Cutlery,1161,Cutlery,1463,Soft edge cutlery,,,,,,
569,Cutlery,1161,Cutlery,1460,Thick handeled/ ergonomic cutlery,,,,,,
569,Cutlery,1161,Cutlery,1462,Ultra light cutlery,,,,,,
569,Cutlery,1642,Cutlery Holders,2558, utensil holder,,,,,,
569,Cutlery,1642,Cutlery Holders,1641,Cutlery holder,,,,,,
569,Cutlery,1642,Cutlery Holders,2557,Palmar Clip ADL Cuff,,,,,,
569,Cutlery,1340,Special Knives,2198, Fish knife,,,,,,
569,Cutlery,1340,Special Knives,2199, Meat knife,,,,,,
569,Cutlery,1340,Special Knives,1341,Bread knife,,,,,,
569,Cutlery,1340,Special Knives,2197,Bread knife,,,,,,
569,Cutlery,1340,Special Knives,1342,Fish knife,,,,,,
569,Cutlery,1340,Special Knives,1343,Meat knife,,,,,,
569,Cutlery,1240,Knives,2440, knife with extended handle,,,,,,
569,Cutlery,1240,Knives,2441, knife with loop handle,,,,,,
569,Cutlery,1240,Knives,2442, knife with vertical palmar cuff,,,,,,
569,Cutlery,1240,Knives,2443, large handle knife,,,,,,
569,Cutlery,1240,Knives,2444, roller knife,,,,,,
569,Cutlery,1240,Knives,1532,Ergonomic cutting knife,,,,,,
569,Cutlery,1240,Knives,1241,Kitchen knife,,,,,,
569,Cutlery,1240,Knives,1242,Knife,770,771,876,,,
569,Cutlery,1240,Knives,1533,Plastic knife,,,,,,
569,Cutlery,1240,Knives,1531,Rocker knife,,,,,,
569,Cutlery,1240,Knives,2439,knife with built up handle,,,,,,
569,Cutlery,1990,"Spoons, Teaspoons and Sporks",2260, Plastisol coated spoon,,,,,,
569,Cutlery,1990,"Spoons, Teaspoons and Sporks",2259, feeding spatula,,,,,,
569,Cutlery,1990,"Spoons, Teaspoons and Sporks",2261, side cutting spoon,,,,,,
569,Cutlery,1990,"Spoons, Teaspoons and Sporks",2268, side cutting spork,,,,,,
569,Cutlery,1990,"Spoons, Teaspoons and Sporks",2262, spoon with built up handle,,,,,,
569,Cutlery,1990,"Spoons, Teaspoons and Sporks",2263, spoon with extended handle,,,,,,
569,Cutlery,1990,"Spoons, Teaspoons and Sporks",2264, spoon with horizontal palmar handle,,,,,,
569,Cutlery,1990,"Spoons, Teaspoons and Sporks",2265, spoon with offset handle,,,,,,
569,Cutlery,1990,"Spoons, Teaspoons and Sporks",2266, spoon with vertical palmar handle,,,,,,
569,Cutlery,1990,"Spoons, Teaspoons and Sporks",2269, spork with built up handle,,,,,,
569,Cutlery,1990,"Spoons, Teaspoons and Sporks",2267, spork,,,,,,
569,Cutlery,1990,"Spoons, Teaspoons and Sporks",2270, swivel spork,,,,,,
569,Cutlery,1990,"Spoons, Teaspoons and Sporks",1468,Plastic spoons,,,,,,
569,Cutlery,1990,"Spoons, Teaspoons and Sporks",1530,Shaky hand spoon,,,,,,
569,Cutlery,1990,"Spoons, Teaspoons and Sporks",2648,"Spoons, Teaspoons and Sporks",,,,,,
569,Cutlery,1990,"Spoons, Teaspoons and Sporks",2258,coated spoon,,,,,,
569,Cutlery,1204,Forks,2382, fork with extended handle,,,,,,
569,Cutlery,1204,Forks,2383, fork with finger ring,,,,,,
569,Cutlery,1204,Forks,2384, fork with horizontal palmar cuff,,,,,,
569,Cutlery,1204,Forks,2385, fork with offset handle,,,,,,
569,Cutlery,1204,Forks,2386, fork with vertical palmar cuff,,,,,,
569,Cutlery,1204,Forks,2387, one hand cutlery set,,,,,,
569,Cutlery,1204,Forks,2388, swivel fork with built up handle,,,,,,
569,Cutlery,1204,Forks,1339,Carving fork,,,,,,
569,Cutlery,1204,Forks,1205,Plastic fork,,,,,,
569,Cutlery,1204,Forks,2381,fork with built up handle,,,,,,
771,Reading Tools,1752,Scan Readers,1753,Scan Readers,,,,,,
757,Application Software and Mobile Apps,1739,Learning Tools,1740,Learning Tools,,,,,,
757,Application Software and Mobile Apps,1730,Task Management and Assistance Tools,1731,Task Management and Assistance Tools,,,,,,
757,Application Software and Mobile Apps,1748,Notification Tools,1749,Notification Tools,,,,,,
757,Application Software and Mobile Apps,1743,Presentation Support Tools,1709,Presentation Support Tools,,,,,,
757,Application Software and Mobile Apps,1746,Browser Support Tools,1747,Browser Support Tools,,,,,,
757,Application Software and Mobile Apps,1732,Note Taking Tools,1733,Note Taking Tools,,,,,,
757,Application Software and Mobile Apps,1732,Note Taking Tools,1718,Note-taking and PDF Annotation Apps,,,,,,
558,Dishwashing Equipment,1177,Dishcloth Pressers,1178,Dishcloth presser,,,,,,
558,Dishwashing Equipment,1982,Dishwasher,2308,Dishwasher,,,,,,
558,Dishwashing Equipment,1636,Squeegees,1538,Squeegee,,,,,,
558,Dishwashing Equipment,1179,Dishwashing Brushes,1469,Bottle washing brush,,,,,,
558,Dishwashing Equipment,1179,Dishwashing Brushes,1470,Dishes scraber,,,,,,
558,Dishwashing Equipment,1179,Dishwashing Brushes,1180,Dishwashing brush,,,,,,
558,Dishwashing Equipment,1179,Dishwashing Brushes,1471,Soap dispenser and dishwashing brush,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2214, chiming clock,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2204, flashing alarm watch,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2218, low vision alarm clock,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2219, low vision analog clock,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2220, low vision desk clock,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2221, low vision digital clock,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2222, low vision wall clock,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2223, low vision watch,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2205, self fastening watch,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2206, self setting watch,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2207, sign language display watch,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2225, tactile alarm clock,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2226, tactile clockface,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2227, tactile desk alarm clock,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2208, tactile pocket watch,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2209, tactile stopwatch,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2210, tactile watch,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2224, touch activated clock,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2211, vibrating alarm watch,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2215, voice input alarm clock,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2216, voice input clock,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2217, voice output stopwatch,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2213, watch winder,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,1151,Clock,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2203,calendar clocks,,,,,,
762,Clocks and Watches,1150,Clocks and Watches,2212,voice output watch,,,,,,
550,Food Measuring Aids,1260,Measuring Spoons,1261,Measuring spoons,,,,,,
550,Food Measuring Aids,1238,Kitchen scales,1239,Kitchen scale,,,,,,
550,Food Measuring Aids,1238,Kitchen scales,1484,Talking kitchen scale,,,,,,
550,Food Measuring Aids,1238,Kitchen scales,2605,tactile kitchen scale,,,,,,
550,Food Measuring Aids,1250,Margarine Measurers,1251,Margarine measurer,,,,,,
550,Food Measuring Aids,1256,Measuring Cups,1257,Measuring cup,,,,,,
550,Food Measuring Aids,1258,Measuring Jugs,1259,Measuring jug,,,,,,
550,Food Measuring Aids,1637,Measuring Scoops,1314,Cookie scoop,,,,,,
550,Food Measuring Aids,1637,Measuring Scoops,1638,Measuring  scoop,,,,,,
550,Food Measuring Aids,1637,Measuring Scoops,1313,Scoops,,,,,,
408,Nail Care Aids,1912,Nail Polish Holder,1913,Wearable Nail Polish Holder,,,,,,
408,Nail Care Aids,1842,Nail File Holders,1843,Nail File Holders,,,,,,
408,Nail Care Aids,2643,Nail Strengthening Cream,2644,Nail Strengthening Cream,,,,,,
408,Nail Care Aids,1822,Nail Scissors and Clippers,1823,Nail scissors and clippers,,,,,,
408,Nail Care Aids,1822,Nail Scissors and Clippers,2450,left hand nail scissors,,,,,,
408,Nail Care Aids,1966,Nail Brushes,2545,Nail Brushes,,,,,,
702,Hearing Aids,1826,Personal Sound Amplifier,1828,Personal Sound Amplifier,,,,,,
702,Hearing Aids,1597,Headphones,1604,TV headphones,,,,,,
702,Hearing Aids,1824,TV Listening Speaker,1825,TV Listening Speaker,,,,,,
702,Hearing Aids,1639,Noise Reduction Earmuffs,1640,Noise Reduction Earmuff,,,,,,
702,Hearing Aids,1639,Noise Reduction Earmuffs,1664,Noise reduction earmuff with audio,,,,,,
850,Containers,1142,Boxes and Jars,1143,Boxes and jars,,,,,,
426,Personal Mobility and Transportation,1140,Crutches,1141,Auxiliary crutches,,,,,,
426,Personal Mobility and Transportation,1140,Crutches,1785,Elbow Crutches,,,,,,
426,Personal Mobility and Transportation,1202,Forearm Crutches,1203,Forearm crutches,,,,,,
566,Storing and Serving Food Equipment,1299,Kettles,1300,Casserole pot,,,,,,
566,Storing and Serving Food Equipment,1299,Kettles,1495,Insulated teapot,,,,,,
